Record_ID,Date,Store_Location,Region,Total_Employees,Full_Time_Employees,Part_Time_Employees,Seasonal_Employees,Employee_Turnover_Rate_%,Employee_Satisfaction_Score,Women_Employees_%,Minority_Employees_%,Employees_with_Disabilities_%,Diversity_Score,Community_Engagement_Hours,Charitable_Donations_usd,Local_Sourcing_%,Community_Programs,Health_Safety_Incidents,Lost_Time_Injuries,Safety_Training_Hours,Health_Safety_Score,Employee_Category,Program_Type,Compliance_Status,Performance_Score,Data_Quality_Score,Month,Day_Type,Quarter
6262,2023-12-02,Store_022,South,90,21,44,25,5.13,4.8,50.88,17.26,6.23,79.8,257,494,66.0,10,1,4,32,67.5,Part-Time,Wellness,Partial,98.1,84.9,12,Weekend,Q4
9074,2023-12-02,Store_034,Central,160,132,19,9,36.77,4.0,44.24,40.17,13.48,60.0,180,14124,78.32,10,3,3,22,69.7,Full-Time,Wellness,Non-Compliant,55.5,93.2,12,Weekend,Q4
1547,2023-12-02,Store_038,West,151,84,63,4,32.87,3.7,31.06,47.16,9.34,45.6,378,41576,29.77,11,6,4,121,88.1,Part-Time,Training,Compliant,64.1,84.1,12,Weekend,Q4
7563,2023-12-02,Store_019,Central,117,69,15,33,34.43,3.4,38.11,36.93,14.51,80.6,474,4586,35.26,15,7,4,48,66.0,Part-Time,Wellness,Non-Compliant,88.6,76.7,12,Weekend,Q4
6840,2023-12-02,Store_017,East,205,131,69,5,20.8,3.8,46.59,42.95,11.09,40.0,222,35355,29.24,10,9,0,154,71.0,Full-Time,Wellness,Compliant,57.5,80.1,12,Weekend,Q4
15106,2023-12-02,Store_038,North,191,142,35,14,16.79,4.6,21.37,42.81,8.41,91.1,295,1198,46.52,11,0,4,186,65.1,Full-Time,Wellness,Compliant,55.3,86.8,12,Weekend,Q4
19913,2023-12-02,Store_001,East,91,30,35,26,32.12,4.0,48.05,24.37,14.05,57.9,35,27545,21.13,12,1,0,165,81.2,Part-Time,Training,Compliant,85.3,75.8,12,Weekend,Q4
15481,2023-12-02,Store_050,East,121,70,47,4,23.24,3.1,51.51,11.08,8.91,59.2,482,22589,16.58,16,8,3,194,78.6,Full-Time,Community,Non-Compliant,60.3,78.6,12,Weekend,Q4
15640,2023-12-02,Store_024,East,216,131,38,47,29.69,3.6,24.94,46.32,8.6,44.3,366,4637,10.77,18,4,4,172,90.9,Full-Time,Wellness,Non-Compliant,93.6,78.3,12,Weekend,Q4
9080,2023-12-03,Store_021,North,222,140,81,1,9.55,3.1,53.01,18.55,10.2,82.2,427,35204,59.25,7,4,4,114,76.3,Full-Time,Training,Partial,61.0,78.4,12,Weekend,Q4
9013,2023-12-03,Store_010,Central,179,118,13,48,28.08,3.4,35.46,21.97,9.8,65.2,85,25313,42.33,18,5,4,191,70.5,Part-Time,Training,Compliant,75.4,93.3,12,Weekend,Q4
6588,2023-12-03,Store_021,East,172,93,33,46,20.53,4.9,44.83,34.62,11.47,78.3,110,38730,41.97,9,7,3,81,74.2,Full-Time,Training,Compliant,96.1,98.8,12,Weekend,Q4
3528,2023-12-03,Store_006,South,156,94,59,3,37.05,4.4,21.82,20.22,8.8,88.9,179,48555,75.61,8,9,3,96,79.0,Full-Time,Training,Compliant,99.0,96.1,12,Weekend,Q4
13984,2023-12-03,Store_022,North,99,27,37,35,13.03,4.4,46.08,40.89,11.81,74.8,406,39209,57.47,9,2,0,136,71.2,Full-Time,Wellness,Compliant,50.6,94.3,12,Weekend,Q4
18315,2023-12-03,Store_013,West,210,76,88,46,6.87,3.6,37.85,38.08,13.04,58.8,67,30273,43.91,18,8,3,161,80.4,Full-Time,Community,Partial,73.8,84.1,12,Weekend,Q4
11358,2023-12-03,Store_028,North,162,141,17,4,7.99,4.8,34.15,35.46,10.3,57.9,127,12768,76.33,9,1,2,175,70.3,Full-Time,Training,Non-Compliant,78.4,89.4,12,Weekend,Q4
6217,2023-12-03,Store_026,North,208,146,58,4,13.05,4.1,20.69,27.3,10.29,40.3,426,22632,31.99,7,9,0,10,87.0,Full-Time,Training,Compliant,65.3,78.1,12,Weekend,Q4
17903,2023-12-03,Store_008,East,191,83,96,12,32.39,3.3,59.63,15.34,8.84,87.1,351,39975,31.58,7,5,2,20,93.8,Seasonal,Wellness,Compliant,99.5,94.5,12,Weekend,Q4
13415,2023-12-03,Store_015,West,190,128,40,22,17.17,4.1,36.16,36.47,12.47,86.7,238,16803,43.28,14,7,0,23,86.7,Part-Time,Community,Compliant,77.9,82.5,12,Weekend,Q4
16115,2023-12-03,Store_028,North,186,87,63,36,10.19,4.7,56.62,34.34,12.33,87.8,385,24617,29.41,15,0,4,101,90.8,Full-Time,Wellness,Compliant,88.7,75.3,12,Weekend,Q4
16206,2023-12-03,Store_029,East,119,53,36,30,23.39,3.9,57.78,28.43,6.34,61.6,207,32027,12.81,17,9,2,97,72.8,Full-Time,Wellness,Compliant,77.7,77.1,12,Weekend,Q4
9977,2023-12-03,Store_048,West,235,119,90,26,16.01,4.4,34.04,48.82,14.29,45.6,372,21095,15.43,17,7,3,113,86.6,Seasonal,Training,Compliant,60.8,96.5,12,Weekend,Q4
1324,2023-12-03,Store_027,West,97,54,34,9,22.86,3.4,40.0,42.85,8.24,43.4,408,17275,35.11,12,5,4,124,90.8,Full-Time,Community,Partial,98.0,76.9,12,Weekend,Q4
4345,2023-12-03,Store_026,West,136,49,60,27,18.27,4.3,25.37,27.73,13.06,89.2,366,15493,20.61,10,8,3,47,93.3,Part-Time,Training,Compliant,76.7,93.4,12,Weekend,Q4
9068,2023-12-03,Store_023,West,74,22,39,13,36.32,3.7,58.91,40.68,8.02,49.2,51,25104,58.46,6,3,1,120,98.9,Full-Time,Wellness,Non-Compliant,78.6,82.9,12,Weekend,Q4
5367,2023-12-03,Store_026,Central,220,114,73,33,26.32,3.8,31.32,10.27,3.23,66.7,16,16517,69.17,4,7,3,12,84.7,Part-Time,Training,Non-Compliant,58.5,90.7,12,Weekend,Q4
16251,2023-12-03,Store_025,North,146,43,60,43,19.41,4.2,55.14,30.8,5.41,85.7,331,33711,61.1,9,7,0,39,63.7,Full-Time,Training,Compliant,99.0,93.1,12,Weekend,Q4
7637,2023-12-03,Store_003,East,192,101,51,40,24.83,4.2,24.95,17.71,6.19,71.0,142,30071,50.92,13,7,0,86,95.7,Full-Time,Training,Partial,67.0,85.2,12,Weekend,Q4
10319,2023-12-03,Store_010,West,111,34,64,13,11.58,3.1,50.2,20.65,4.72,71.0,374,37933,49.42,4,5,1,179,75.1,Seasonal,Wellness,Partial,88.6,98.7,12,Weekend,Q4
16846,2023-12-03,Store_004,West,174,70,72,32,27.94,4.7,38.56,46.09,5.06,50.8,82,28867,53.16,19,1,0,32,74.2,Full-Time,Training,Compliant,73.6,83.1,12,Weekend,Q4
4765,2023-12-03,Store_050,East,135,61,66,8,11.09,4.6,38.69,38.01,6.21,68.1,428,20512,71.02,17,4,0,41,75.2,Part-Time,Community,Compliant,95.6,98.4,12,Weekend,Q4
9640,2023-12-03,Store_021,East,130,69,23,38,21.45,4.2,51.23,25.06,12.46,77.4,401,41117,10.65,18,5,3,154,98.8,Part-Time,Training,Non-Compliant,64.0,93.8,12,Weekend,Q4
5698,2023-12-03,Store_047,East,206,81,98,27,19.77,4.0,31.91,23.03,10.53,92.4,368,12292,54.71,15,8,4,44,77.2,Full-Time,Training,Compliant,77.5,79.9,12,Weekend,Q4
8232,2023-12-03,Store_008,East,97,69,27,1,30.3,4.6,40.95,26.32,12.91,71.7,280,26061,71.32,1,9,4,100,98.3,Full-Time,Wellness,Compliant,51.1,82.2,12,Weekend,Q4
4133,2023-12-03,Store_045,Central,189,114,46,29,21.32,4.2,54.27,34.34,2.81,59.2,211,19033,37.32,18,7,1,129,87.1,Full-Time,Diversity,Compliant,88.2,99.5,12,Weekend,Q4
9431,2023-12-03,Store_022,West,135,44,59,32,26.36,5.0,51.36,15.87,9.38,70.9,66,39748,60.2,0,7,1,91,61.8,Part-Time,Training,Partial,54.0,91.6,12,Weekend,Q4
7255,2023-12-03,Store_030,North,243,124,71,48,14.06,4.2,25.77,20.66,7.81,66.6,207,20277,25.75,9,3,1,107,78.0,Part-Time,Training,Partial,88.5,98.0,12,Weekend,Q4
18457,2023-12-03,Store_040,North,165,121,38,6,7.71,4.7,34.46,20.58,8.16,86.3,50,32749,59.93,9,9,1,15,74.9,Part-Time,Training,Non-Compliant,85.6,80.9,12,Weekend,Q4
19561,2023-12-03,Store_017,North,182,105,47,30,13.53,3.5,22.4,33.03,6.0,49.3,156,35533,48.92,15,9,3,12,92.9,Full-Time,Training,Compliant,82.3,87.6,12,Weekend,Q4
11870,2023-12-03,Store_004,South,200,104,93,3,26.4,4.9,49.64,11.58,14.93,44.0,306,47612,61.55,18,5,1,186,80.2,Part-Time,Diversity,Compliant,94.7,85.7,12,Weekend,Q4
15471,2023-12-03,Store_001,East,180,90,83,7,33.27,4.6,38.89,23.15,13.89,88.6,478,19858,49.5,15,1,3,27,90.3,Part-Time,Wellness,Compliant,95.5,79.8,12,Weekend,Q4
16915,2023-12-03,Store_029,West,138,126,6,6,27.56,4.4,52.4,40.46,8.83,89.1,419,21591,21.22,16,3,0,173,84.6,Full-Time,Training,Non-Compliant,65.2,93.8,12,Weekend,Q4
4467,2023-12-03,Store_022,Central,158,86,67,5,32.34,3.5,59.74,45.31,5.56,53.1,171,23004,33.94,3,4,3,43,91.3,Full-Time,Wellness,Compliant,55.9,86.9,12,Weekend,Q4
4750,2023-12-03,Store_030,West,63,32,28,3,9.44,4.6,39.6,46.28,10.92,89.7,151,6217,55.28,4,3,4,103,74.2,Part-Time,Training,Compliant,89.4,83.2,12,Weekend,Q4
1626,2023-12-03,Store_013,South,178,74,76,28,10.7,4.4,47.34,36.59,11.34,68.8,457,22742,14.45,9,6,1,145,95.6,Part-Time,Wellness,Compliant,63.6,91.6,12,Weekend,Q4
4288,2023-12-03,Store_040,East,143,86,29,28,13.18,4.5,57.17,17.42,5.92,43.1,288,2618,45.28,19,3,0,51,98.7,Part-Time,Wellness,Non-Compliant,65.7,80.0,12,Weekend,Q4
4294,2023-12-03,Store_001,West,57,24,12,21,11.91,4.3,43.88,22.15,5.79,44.9,41,29546,69.32,11,8,0,186,62.6,Full-Time,Diversity,Compliant,61.3,82.9,12,Weekend,Q4
15574,2023-12-03,Store_007,East,165,78,58,29,32.26,3.1,51.77,42.48,8.57,42.3,302,3777,75.2,0,9,2,86,65.1,Full-Time,Wellness,Non-Compliant,60.7,94.7,12,Weekend,Q4
9368,2023-12-03,Store_050,North,172,76,85,11,30.95,4.0,34.73,24.42,5.9,47.5,412,41353,24.57,11,0,3,134,76.7,Part-Time,Wellness,Compliant,69.4,79.5,12,Weekend,Q4
6248,2023-12-03,Store_001,West,156,57,55,44,8.38,4.1,21.99,14.1,8.62,42.9,252,13784,26.71,0,5,0,136,83.7,Part-Time,Training,Compliant,51.4,94.8,12,Weekend,Q4
4994,2023-12-03,Store_019,East,196,92,85,19,39.3,4.8,28.48,32.0,13.05,71.8,417,3027,35.47,16,6,2,74,90.3,Full-Time,Training,Non-Compliant,64.1,86.3,12,Weekend,Q4
9747,2023-12-03,Store_050,West,198,136,18,44,21.09,4.0,30.25,38.42,7.77,88.1,343,8573,22.38,16,2,4,35,63.5,Full-Time,Diversity,Compliant,94.4,90.3,12,Weekend,Q4
6249,2023-12-03,Store_048,North,95,29,31,35,15.77,3.5,53.59,37.1,13.25,45.4,311,34864,75.43,2,5,3,88,99.8,Full-Time,Training,Non-Compliant,57.9,95.3,12,Weekend,Q4
1817,2023-12-03,Store_034,South,147,80,60,7,33.15,4.2,24.01,10.51,11.98,79.3,399,29281,14.37,12,2,1,140,75.8,Part-Time,Diversity,Compliant,86.5,75.8,12,Weekend,Q4
1473,2023-12-03,Store_009,West,218,148,62,8,34.07,4.8,59.37,35.21,7.44,53.4,209,32993,28.25,6,7,0,85,80.1,Full-Time,Wellness,Compliant,84.2,87.8,12,Weekend,Q4
14320,2023-12-03,Store_032,Central,82,42,32,8,30.79,4.6,39.26,22.01,6.42,73.8,284,32944,29.75,17,9,2,17,90.6,Full-Time,Diversity,Compliant,99.9,93.6,12,Weekend,Q4
389,2023-12-03,Store_047,East,134,69,43,22,35.41,3.3,55.04,46.66,2.95,72.6,389,48021,25.63,19,2,4,38,79.9,Full-Time,Training,Compliant,83.8,98.3,12,Weekend,Q4
5601,2023-12-03,Store_024,Central,82,32,14,36,34.36,3.8,26.99,42.88,11.26,94.9,287,13092,65.01,6,5,2,58,95.0,Full-Time,Wellness,Compliant,99.3,99.1,12,Weekend,Q4
3907,2023-12-03,Store_026,North,227,139,53,35,25.78,4.4,52.73,45.53,13.58,66.9,348,19669,61.95,7,3,2,48,79.7,Part-Time,Training,Partial,76.9,90.7,12,Weekend,Q4
2217,2023-12-03,Store_024,East,147,78,23,46,31.63,4.2,45.32,17.25,5.38,63.7,44,49747,70.75,5,1,4,107,98.3,Full-Time,Wellness,Non-Compliant,88.8,95.3,12,Weekend,Q4
17691,2023-12-03,Store_039,East,128,50,73,5,39.19,3.2,52.24,45.18,9.27,60.2,40,20199,22.65,13,2,3,186,96.3,Full-Time,Wellness,Compliant,78.6,84.8,12,Weekend,Q4
18597,2023-12-03,Store_011,South,216,114,67,35,17.06,4.0,29.84,11.14,12.13,55.6,487,21270,48.86,17,3,2,45,63.3,Full-Time,Training,Non-Compliant,98.7,95.7,12,Weekend,Q4
6797,2023-12-03,Store_033,Central,124,50,44,30,8.22,3.6,51.09,37.45,6.93,69.2,491,23443,64.69,8,8,4,177,82.3,Full-Time,Wellness,Compliant,88.7,79.2,12,Weekend,Q4
3491,2023-12-03,Store_006,Central,218,105,67,46,16.03,4.8,56.83,36.66,2.31,76.4,406,16614,33.71,4,6,3,154,90.1,Part-Time,Training,Compliant,93.3,78.5,12,Weekend,Q4
18323,2023-12-03,Store_035,Central,256,139,89,28,23.44,3.9,26.8,43.99,3.91,77.6,57,28958,34.26,8,4,4,51,69.4,Full-Time,Training,Compliant,58.1,95.0,12,Weekend,Q4
9446,2023-12-04,Store_002,North,108,47,14,47,25.9,3.5,51.75,29.09,4.84,40.2,385,31587,61.44,11,7,2,81,91.3,Full-Time,Training,Partial,91.3,78.4,12,Weekday,Q4
6803,2023-12-04,Store_031,East,119,46,28,45,35.93,3.9,21.55,16.59,11.74,73.7,322,44166,28.81,8,2,4,26,81.6,Full-Time,Wellness,Compliant,73.8,78.2,12,Weekday,Q4
17010,2023-12-04,Store_017,Central,133,63,42,28,26.87,4.8,32.98,16.27,8.04,88.7,116,10620,13.82,9,5,1,98,75.8,Part-Time,Wellness,Compliant,51.3,88.1,12,Weekday,Q4
16971,2023-12-04,Store_006,South,230,143,79,8,22.16,3.9,59.03,47.17,4.11,93.0,373,3228,69.63,6,8,2,84,79.6,Full-Time,Wellness,Compliant,77.9,89.0,12,Weekday,Q4
15609,2023-12-04,Store_022,East,154,80,52,22,9.52,3.9,26.0,32.45,2.4,79.0,499,42859,21.13,2,6,0,195,61.6,Part-Time,Training,Non-Compliant,78.1,82.6,12,Weekday,Q4
16205,2023-12-04,Store_021,Central,155,146,7,2,22.26,3.3,34.14,22.46,14.17,49.4,469,6924,76.06,12,8,1,181,78.5,Full-Time,Diversity,Compliant,78.7,87.3,12,Weekday,Q4
9459,2023-12-04,Store_002,North,193,142,29,22,35.12,4.6,51.1,18.16,2.59,42.4,413,37218,62.65,11,2,3,56,90.2,Part-Time,Training,Partial,65.1,96.4,12,Weekday,Q4
533,2023-12-04,Store_037,Central,186,101,66,19,12.07,4.1,54.82,30.09,5.99,43.1,5,10243,24.91,9,8,2,166,64.7,Full-Time,Diversity,Compliant,53.0,76.9,12,Weekday,Q4
18631,2023-12-04,Store_044,Central,148,52,60,36,38.22,4.8,27.1,26.84,14.43,73.2,354,47181,74.88,15,5,0,45,66.6,Full-Time,Wellness,Partial,58.9,86.7,12,Weekday,Q4
585,2023-12-04,Store_025,South,228,132,55,41,7.12,4.0,40.71,14.28,2.3,76.2,122,28985,69.8,13,3,0,97,72.9,Full-Time,Training,Non-Compliant,76.6,83.5,12,Weekday,Q4
2521,2023-12-04,Store_028,West,228,120,60,48,30.11,4.5,26.04,16.15,4.71,91.6,258,34590,64.64,5,5,0,154,69.6,Part-Time,Training,Non-Compliant,75.2,83.7,12,Weekday,Q4
9836,2023-12-04,Store_048,South,77,24,17,36,34.91,4.2,48.52,36.44,13.42,73.8,130,40468,18.55,11,1,3,181,66.2,Seasonal,Diversity,Compliant,88.8,99.3,12,Weekday,Q4
18655,2023-12-04,Store_020,East,174,100,40,34,5.08,3.5,44.72,47.71,12.86,82.8,361,22176,29.57,18,8,3,104,83.1,Full-Time,Community,Partial,88.7,92.2,12,Weekday,Q4
5726,2023-12-04,Store_041,Central,112,78,7,27,11.79,3.2,20.44,30.27,12.27,55.4,67,37264,46.99,7,7,3,96,94.7,Full-Time,Training,Compliant,70.9,86.6,12,Weekday,Q4
14349,2023-12-04,Store_033,North,125,63,24,38,33.24,3.9,58.84,40.94,3.18,76.1,426,2066,63.91,12,6,2,39,65.1,Part-Time,Training,Compliant,71.0,85.1,12,Weekday,Q4
1769,2023-12-04,Store_028,Central,145,77,43,25,13.0,3.9,30.96,44.27,10.97,77.5,469,24858,79.29,8,7,2,167,69.8,Full-Time,Training,Compliant,89.6,76.8,12,Weekday,Q4
3589,2023-12-04,Store_020,South,197,129,53,15,15.79,3.2,45.21,11.31,2.79,79.5,391,24985,37.82,14,7,0,84,95.7,Full-Time,Community,Non-Compliant,84.6,77.9,12,Weekday,Q4
6920,2023-12-04,Store_039,North,117,36,64,17,27.62,4.5,56.46,11.02,12.87,51.7,192,28647,41.1,11,0,4,84,70.4,Full-Time,Training,Compliant,90.7,94.6,12,Weekday,Q4
16782,2023-12-04,Store_016,Central,160,143,8,9,39.15,4.4,54.42,34.12,12.28,44.8,44,32714,41.72,11,1,2,73,85.2,Part-Time,Training,Compliant,92.5,78.2,12,Weekday,Q4
18458,2023-12-04,Store_016,West,161,109,9,43,31.68,3.7,27.22,15.0,13.63,55.6,374,43278,71.5,18,6,0,30,86.9,Part-Time,Wellness,Partial,56.6,76.0,12,Weekday,Q4
3931,2023-12-04,Store_041,North,115,60,40,15,12.7,4.3,34.48,13.51,10.16,42.5,130,17834,40.16,4,1,3,109,64.2,Full-Time,Community,Compliant,56.7,99.2,12,Weekday,Q4
15778,2023-12-04,Store_002,North,248,137,78,33,16.51,4.6,38.3,40.6,4.17,52.0,291,29863,39.54,17,5,0,50,96.7,Seasonal,Wellness,Partial,88.7,97.1,12,Weekday,Q4
4845,2023-12-04,Store_046,Central,123,62,27,34,6.85,4.3,30.78,32.09,6.55,80.8,381,18798,71.22,7,6,1,149,89.1,Full-Time,Community,Compliant,59.2,87.3,12,Weekday,Q4
4922,2023-12-04,Store_044,North,254,137,91,26,21.6,4.1,44.29,41.21,12.85,42.4,56,33625,14.93,5,3,0,25,96.4,Full-Time,Training,Compliant,87.2,82.8,12,Weekday,Q4
10721,2023-12-04,Store_013,East,171,110,14,47,8.34,4.5,36.69,12.72,5.21,90.0,226,31336,47.56,16,3,4,188,68.6,Full-Time,Wellness,Compliant,90.3,97.6,12,Weekday,Q4
18483,2023-12-04,Store_029,South,204,127,71,6,23.41,4.9,51.7,41.11,5.56,43.7,69,38582,11.07,14,3,3,61,80.2,Full-Time,Wellness,Compliant,95.1,83.4,12,Weekday,Q4
12450,2023-12-04,Store_033,South,163,131,5,27,33.23,4.5,25.76,25.48,10.38,67.8,188,10634,30.7,5,1,3,33,66.1,Full-Time,Community,Non-Compliant,85.8,94.3,12,Weekday,Q4
2068,2023-12-04,Store_043,East,167,105,14,48,30.78,4.4,23.26,21.11,7.12,65.4,448,31430,53.47,17,3,2,115,68.8,Part-Time,Training,Compliant,73.5,96.6,12,Weekday,Q4
18377,2023-12-04,Store_006,West,215,148,34,33,18.73,4.4,29.41,34.69,13.87,88.4,474,5085,54.52,1,8,3,147,90.0,Full-Time,Wellness,Compliant,66.4,95.2,12,Weekday,Q4
16429,2023-12-04,Store_028,South,141,77,30,34,18.78,3.3,52.65,11.34,11.59,75.7,398,40454,39.9,2,1,4,145,92.9,Full-Time,Wellness,Compliant,53.0,93.1,12,Weekday,Q4
9596,2023-12-04,Store_026,North,89,44,41,4,5.04,3.9,29.52,49.71,8.3,72.0,469,25921,52.11,6,2,0,83,63.9,Full-Time,Community,Compliant,95.5,99.0,12,Weekday,Q4
8174,2023-12-04,Store_047,Central,196,135,19,42,17.59,4.9,51.94,16.33,12.77,82.1,408,26548,11.83,2,2,4,170,63.5,Part-Time,Wellness,Non-Compliant,83.5,78.2,12,Weekday,Q4
5296,2023-12-04,Store_008,North,215,117,87,11,38.38,3.8,41.99,36.64,2.08,87.8,305,1049,13.84,6,3,4,114,76.2,Full-Time,Community,Compliant,86.9,95.2,12,Weekday,Q4
12339,2023-12-04,Store_010,Central,124,35,45,44,26.52,4.0,48.27,25.5,9.69,78.2,218,15435,67.16,5,5,3,168,64.4,Full-Time,Wellness,Partial,69.8,79.0,12,Weekday,Q4
18126,2023-12-04,Store_035,Central,121,25,95,1,7.53,3.5,42.0,34.71,6.13,41.5,245,12867,73.6,5,6,1,180,98.0,Full-Time,Wellness,Compliant,80.7,89.7,12,Weekday,Q4
14852,2023-12-04,Store_019,Central,141,89,32,20,39.54,4.4,33.49,24.53,7.92,75.5,437,24681,67.76,9,3,1,159,92.1,Part-Time,Wellness,Compliant,86.4,80.5,12,Weekday,Q4
14975,2023-12-04,Store_017,West,186,77,86,23,9.47,3.8,38.31,34.12,6.9,56.6,136,3505,67.32,14,5,3,58,78.9,Full-Time,Training,Compliant,74.1,95.2,12,Weekday,Q4
3511,2023-12-04,Store_015,Central,113,71,26,16,6.73,3.6,44.35,33.65,2.58,59.3,136,19777,26.73,15,5,3,88,95.5,Seasonal,Community,Partial,52.5,91.3,12,Weekday,Q4
13615,2023-12-04,Store_033,South,217,145,59,13,36.82,4.4,25.03,29.85,12.57,89.0,295,21805,11.93,0,5,1,108,64.0,Seasonal,Wellness,Partial,59.2,95.7,12,Weekday,Q4
19366,2023-12-04,Store_022,North,115,64,45,6,11.6,3.4,52.92,20.84,10.34,75.3,277,32057,60.67,15,7,1,123,89.6,Full-Time,Diversity,Compliant,73.4,96.2,12,Weekday,Q4
2867,2023-12-04,Store_028,Central,96,47,12,37,5.51,3.8,34.63,25.05,6.05,68.0,56,6265,12.25,7,9,0,133,79.9,Part-Time,Wellness,Non-Compliant,51.7,77.3,12,Weekday,Q4
13582,2023-12-04,Store_018,East,173,95,37,41,16.83,3.8,26.78,43.11,5.56,85.2,66,21626,56.12,18,4,3,92,74.0,Full-Time,Community,Compliant,70.1,86.9,12,Weekday,Q4
17796,2023-12-04,Store_010,South,232,97,86,49,36.18,3.8,41.0,25.97,12.49,43.5,446,41980,26.96,0,7,4,91,69.7,Full-Time,Wellness,Compliant,88.1,99.1,12,Weekday,Q4
14886,2023-12-04,Store_010,West,158,60,85,13,24.47,4.4,31.97,33.45,9.24,54.4,55,1674,37.13,16,6,2,123,72.1,Part-Time,Wellness,Compliant,55.9,95.6,12,Weekday,Q4
11463,2023-12-04,Store_004,East,71,53,8,10,26.95,4.9,34.54,31.76,3.53,54.1,54,9334,78.77,5,2,1,88,96.2,Part-Time,Diversity,Non-Compliant,82.3,92.3,12,Weekday,Q4
3405,2023-12-04,Store_017,North,213,140,42,31,16.93,3.0,41.68,38.67,14.13,46.2,436,38311,39.64,12,2,2,143,86.2,Full-Time,Training,Compliant,52.3,97.4,12,Weekday,Q4
3482,2023-12-04,Store_022,Central,119,35,80,4,24.95,4.7,25.72,39.06,10.27,52.2,115,33897,74.15,16,1,1,22,87.7,Full-Time,Training,Compliant,62.4,96.8,12,Weekday,Q4
11423,2023-12-04,Store_049,South,134,54,75,5,37.98,4.2,36.39,34.92,8.76,70.6,258,23475,63.91,15,2,1,164,61.3,Full-Time,Training,Compliant,59.0,97.1,12,Weekday,Q4
2970,2023-12-04,Store_032,Central,225,117,64,44,28.42,4.5,40.45,30.24,13.26,48.8,238,2287,18.78,14,9,3,144,75.7,Full-Time,Training,Compliant,90.8,90.6,12,Weekday,Q4
12381,2023-12-04,Store_042,East,189,65,94,30,37.8,4.2,47.33,27.0,3.37,55.6,235,41312,58.17,6,2,3,163,99.4,Full-Time,Wellness,Compliant,75.6,94.2,12,Weekday,Q4
19088,2023-12-04,Store_050,West,121,86,26,9,36.29,3.6,39.67,32.5,11.45,91.8,399,45041,10.45,16,4,0,66,64.2,Seasonal,Training,Compliant,97.9,95.7,12,Weekday,Q4
11434,2023-12-04,Store_002,Central,80,42,19,19,26.08,3.1,35.24,21.8,8.38,90.0,109,37210,20.0,0,6,1,165,80.3,Full-Time,Training,Compliant,72.4,94.9,12,Weekday,Q4
14832,2023-12-04,Store_017,South,93,47,41,5,25.16,4.5,44.68,24.6,11.78,65.0,366,20729,66.18,13,2,2,26,70.5,Full-Time,Community,Compliant,51.3,77.0,12,Weekday,Q4
4163,2023-12-04,Store_001,East,124,85,27,12,25.65,3.7,44.17,47.09,13.68,52.1,90,30450,15.12,12,4,2,198,71.4,Full-Time,Wellness,Non-Compliant,99.8,99.7,12,Weekday,Q4
10030,2023-12-05,Store_036,South,132,44,75,13,32.94,3.3,54.88,17.0,9.31,50.1,251,7599,13.41,6,6,3,155,66.9,Full-Time,Training,Compliant,59.0,98.3,12,Weekday,Q4
15925,2023-12-05,Store_026,South,77,21,8,48,23.63,4.4,20.05,19.81,14.04,78.4,476,45738,64.96,18,7,4,117,83.0,Full-Time,Training,Compliant,60.1,90.9,12,Weekday,Q4
3479,2023-12-05,Store_015,South,122,48,26,48,10.12,4.8,30.66,41.16,9.95,59.1,432,12960,32.73,4,8,3,40,63.9,Full-Time,Training,Compliant,86.5,96.4,12,Weekday,Q4
15535,2023-12-05,Store_043,South,276,149,79,48,25.56,3.4,42.14,48.3,8.82,85.8,470,19818,26.65,6,7,1,82,62.1,Full-Time,Training,Partial,81.2,91.4,12,Weekday,Q4
4976,2023-12-05,Store_005,East,172,149,22,1,6.0,4.6,35.62,41.25,3.61,61.9,159,14615,39.75,4,5,1,186,61.8,Full-Time,Wellness,Partial,82.1,88.9,12,Weekday,Q4
10124,2023-12-05,Store_048,South,263,131,99,33,17.01,3.9,44.82,42.34,13.54,88.0,283,48554,58.71,0,1,3,134,95.5,Seasonal,Community,Compliant,50.2,93.2,12,Weekday,Q4
19880,2023-12-05,Store_041,West,201,126,44,31,32.58,3.9,43.56,38.67,5.26,44.7,151,6465,72.48,7,8,4,76,98.2,Part-Time,Wellness,Partial,85.0,90.9,12,Weekday,Q4
18286,2023-12-05,Store_048,South,204,107,68,29,18.06,3.9,34.73,36.5,5.2,94.7,91,27647,57.85,11,0,4,48,87.2,Part-Time,Training,Compliant,54.4,81.9,12,Weekday,Q4
11410,2023-12-05,Store_021,South,213,121,78,14,33.45,4.1,27.69,38.63,7.05,55.6,100,44915,56.91,5,5,0,125,84.2,Full-Time,Training,Compliant,73.4,94.7,12,Weekday,Q4
12138,2023-12-05,Store_018,North,164,35,84,45,30.77,3.1,51.53,19.83,7.95,70.4,352,28229,18.26,12,4,2,50,96.9,Full-Time,Diversity,Compliant,92.0,87.8,12,Weekday,Q4
16160,2023-12-05,Store_042,South,123,62,12,49,21.3,3.5,40.32,26.26,7.85,47.0,338,35899,74.96,19,4,4,72,92.7,Full-Time,Training,Compliant,52.2,92.3,12,Weekday,Q4
12479,2023-12-05,Store_004,South,187,102,46,39,10.64,3.2,36.88,37.11,9.19,61.4,453,2881,30.96,10,7,2,133,60.5,Full-Time,Training,Partial,76.6,86.1,12,Weekday,Q4
